zipcode,lat,long,sqft_living,grade,condition,view,waterfront,yr_built,yr_renovated,bedrooms,bathrooms,recently_renovated,price
98077,47.7354,-122.078,4270,12,4,0,0,1993,0,4,3.5,0,1100000.0
98103,47.6518,-122.335,1340,7,3,0,0,1913,0,3,2.0,0,650000.0
98006,47.5619,-122.162,3190,9,5,3,0,1967,0,4,2.5,0,1216000.0
98034,47.7148,-122.205,1630,8,3,0,0,1987,0,3,2.5,0,422120.0
98011,47.746,-122.218,2990,9,3,0,0,2007,0,5,2.5,0,625000.0
98126,47.5222,-122.375,1550,6,3,0,0,1954,0,4,1.0,0,385200.0
98029,47.5756,-122.01,1690,8,3,0,0,1989,0,3,2.25,0,500000.0
98042,47.3405,-122.058,1960,8,3,0,0,1989,0,4,2.25,0,308000.0
98006,47.5433,-122.185,2390,8,5,0,0,1977,0,3,2.75,0,565000.0
98053,47.6799,-122.034,2600,7,3,0,0,2004,0,3,2.5,0,581000.0
98042,47.39,-122.153,1950,8,3,0,0,1999,0,3,2.0,0,361000.0
98008,47.6329,-122.121,1250,7,4,0,0,1964,0,3,1.0,0,345000.0
98122,47.6124,-122.309,1180,8,3,0,0,2008,0,2,2.25,0,419000.0
98056,47.4802,-122.179,1680,7,3,0,0,2004,0,3,2.5,0,347000.0
98075,47.5839,-121.991,2220,9,3,0,0,1989,0,4,2.25,0,625000.0
98040,47.5602,-122.227,4890,11,3,2,0,1999,0,4,4.25,0,2400000.0
98010,47.3077,-122.011,2660,8,3,0,0,2014,0,3,3.25,0,379000.0
98029,47.5707,-122.017,1150,7,3,0,0,1988,0,3,1.5,0,310000.0
98030,47.3839,-122.225,1130,6,4,0,0,1941,0,2,2.0,0,250000.0
98059,47.538999999999994,-122.188,2760,9,3,0,0,2005,0,5,2.75,0,682000.0
98022,47.2118,-121.983,1430,7,3,0,0,1992,0,3,2.0,0,246500.0
98092,47.2597,-122.228,1490,5,4,0,0,1932,0,3,1.0,0,325000.0
98031,47.393,-122.184,2030,8,3,0,0,2004,0,4,2.5,0,310950.0
98199,47.6347,-122.396,3010,9,5,2,0,1931,0,3,2.0,0,1100000.0
98133,47.7493,-122.351,1810,7,4,0,0,1954,0,3,1.0,0,287500.0
98133,47.7493,-122.351,1810,7,4,0,0,1954,0,3,1.0,0,431000.0
98118,47.5282,-122.279,970,6,3,0,0,1968,0,3,1.0,0,226000.0
98103,47.681999999999995,-122.348,2010,7,5,0,0,1926,0,3,1.75,0,825000.0
98168,47.4778,-122.286,1300,6,3,0,0,1947,0,4,1.0,0,175000.0
98008,47.6357,-122.123,1260,7,3,0,0,1959,0,3,1.5,0,465750.0
98075,47.5771,-122.05,2610,8,3,0,0,1983,0,4,2.25,0,659000.0
98115,47.6898,-122.327,1910,8,3,3,0,1941,0,3,1.75,0,595000.0
98058,47.4622,-122.127,1780,8,4,0,0,1987,0,3,2.25,0,350000.0
98023,47.3102,-122.381,1900,8,4,0,0,1975,0,4,2.25,0,270000.0
98008,47.6061,-122.117,2450,7,3,2,0,1957,0,6,2.25,0,662500.0
98001,47.294,-122.281,1380,5,4,0,0,1939,1957,3,1.75,0,249900.0
98023,47.3272,-122.362,1920,7,4,0,0,1977,0,3,1.75,0,324500.0
98053,47.7176,-122.033,1350,8,3,0,0,2004,0,2,1.75,0,430000.0
98053,47.7176,-122.033,1350,8,3,0,0,2004,0,2,1.75,0,419950.0
98032,47.3748,-122.276,2510,8,4,2,0,1962,0,4,1.75,0,285000.0
98092,47.3337,-122.191,2470,8,3,0,0,2002,0,4,2.5,0,332000.0
98168,47.5033,-122.3,1660,7,3,0,0,1956,0,4,1.75,0,282000.0
98133,47.7321,-122.34,1340,7,3,0,0,1987,0,3,1.0,0,320000.0
98006,47.5719,-122.119,1620,7,4,0,0,1911,1977,3,1.0,0,428750.0
98022,47.2477,-121.937,2300,8,3,0,0,1977,0,3,2.25,0,330000.0
98177,47.7027,-122.361,2000,8,3,0,0,2008,0,4,3.5,0,456500.0
98059,47.4723,-122.121,1640,8,4,0,0,1972,0,3,2.25,0,352000.0
98105,47.6645,-122.325,1530,7,4,0,0,1912,0,4,2.0,0,664000.0
98011,47.7738,-122.203,4000,9,3,0,0,1987,0,3,1.75,0,628000.0
98052,47.6618,-122.136,1610,7,3,0,0,1977,0,3,1.75,0,512000.0
98023,47.3085,-122.376,2070,7,4,0,0,1969,0,3,2.0,0,254000.0
98029,47.5691,-121.996,1900,8,3,0,0,1994,0,4,2.5,0,535800.0
98038,47.3841,-122.006,1050,7,4,0,0,1960,1981,3,1.0,0,287653.0
98136,47.5446,-122.385,1520,8,3,0,0,2006,0,3,2.5,0,438000.0
98028,47.7557,-122.237,2390,7,3,0,0,1949,0,4,1.75,0,450000.0
98092,47.2635,-122.209,2400,8,3,0,0,1998,0,5,2.75,0,327000.0
98059,47.4829,-122.128,1790,7,3,0,0,2005,0,4,2.5,0,370500.0
98038,47.3898,-122.049,1720,7,3,0,0,1993,0,3,2.5,0,265000.0
98056,47.5152,-122.197,2980,8,4,0,0,1979,0,4,2.75,0,450000.0
98027,47.5081,-122.093,1520,8,5,3,0,1988,0,3,1.0,0,425000.0
98042,47.3729,-122.115,1150,7,4,0,0,1977,0,3,1.75,0,166600.0
98168,47.481,-122.323,380,5,3,0,0,1963,0,1,0.75,0,245000.0
98115,47.6742,-122.284,910,7,3,0,0,1951,0,3,1.0,0,565000.0
98033,47.6963,-122.169,1650,8,3,0,0,1976,0,3,1.75,0,539900.0
98144,47.5951,-122.307,2480,10,3,0,0,2010,0,3,3.5,0,910000.0
98092,47.2658,-122.219,2050,8,3,0,0,1990,0,4,2.5,0,280000.0
98038,47.3576,-122.039,1420,7,4,0,0,1989,0,3,2.25,0,275000.0
98056,47.4802,-122.188,3460,7,3,0,0,2001,0,3,2.5,0,467000.0
98029,47.5682,-122.005,1500,8,3,0,0,1996,0,3,2.5,0,457500.0
98118,47.5517,-122.276,1320,7,4,0,0,1908,0,2,1.0,0,381156.0
98092,47.3122,-122.191,2180,8,4,0,0,1977,0,5,2.5,0,289999.0
98144,47.5962,-122.288,1830,7,3,0,0,1919,0,3,1.75,0,642450.0
98007,47.6071,-122.137,1620,7,3,0,0,1962,0,3,2.25,0,469950.0
98033,47.6652,-122.188,2920,8,5,2,0,1975,0,3,2.0,0,795000.0
98074,47.6323,-122.036,3300,10,3,0,0,1984,0,4,2.5,0,785000.0
98006,47.5611,-122.106,3060,10,3,0,0,1983,0,3,2.25,0,860000.0
98031,47.404,-122.203,1530,7,3,0,0,1959,0,3,1.0,0,147500.0
98011,47.7356,-122.198,1910,7,3,0,0,1978,0,3,2.0,0,390000.0
98198,47.3586,-122.314,1020,7,3,0,0,1954,0,3,1.0,0,229000.0
98168,47.494,-122.307,1150,6,3,0,0,1932,0,3,1.0,0,185000.0
98115,47.7004,-122.305,1260,7,3,0,0,1941,0,3,1.5,0,414900.0
98136,47.5507,-122.381,1920,6,2,0,0,1914,0,4,2.0,0,200000.0
98092,47.2959,-122.191,1800,8,3,0,0,1969,0,4,2.25,0,225000.0
98105,47.6675,-122.289,2040,7,5,0,0,1924,0,3,1.75,0,720000.0
98119,47.6402,-122.37,2200,8,5,0,0,1908,0,4,2.5,0,930000.0
98004,47.6209,-122.222,3200,7,3,0,0,1952,0,5,2.5,0,1270000.0
98122,47.6094,-122.291,2400,7,4,0,0,1928,0,5,3.25,0,700000.0
98103,47.6608,-122.333,1140,7,3,0,0,2005,0,2,1.5,0,466000.0
98011,47.7364,-122.193,1330,7,3,0,0,1976,0,3,1.5,0,374000.0
98072,47.7438,-122.172,1940,8,4,0,0,1994,0,3,2.5,0,480000.0
98053,47.6724,-122.013,3000,9,3,0,0,1995,0,3,2.5,0,740000.0
98102,47.6476,-122.318,1820,8,3,0,0,1923,2014,4,1.0,1,1010000.0
98042,47.3782,-122.127,2910,8,3,0,0,2002,0,4,2.5,0,395000.0
98106,47.5185,-122.352,1090,6,3,0,0,1954,0,2,1.0,0,340000.0
98106,47.526,-122.361,1230,7,3,0,0,2003,0,3,2.0,0,209000.0
98007,47.5922,-122.146,1710,7,3,0,0,1962,0,5,2.5,0,431650.0
98040,47.5368,-122.216,3160,9,4,0,0,1971,0,5,2.5,0,980000.0
98077,47.7637,-122.05,2680,9,3,0,0,1993,0,3,2.5,0,660000.0
98033,47.6916,-122.188,2190,8,4,0,0,1977,0,4,2.25,0,730000.0
98042,47.3592,-122.076,1260,7,4,0,0,1988,0,3,1.75,0,291500.0
98040,47.5627,-122.215,2970,9,3,0,0,1997,0,4,3.5,0,905000.0
98077,47.7418,-122.039,2570,10,3,0,0,1993,0,4,2.5,0,800000.0
98056,47.5134,-122.2,3810,9,3,1,0,2013,0,4,3.5,0,839900.0
98126,47.5492,-122.372,1010,8,3,0,0,2007,0,1,1.5,0,200000.0
98058,47.4614,-122.168,1480,7,4,0,0,1979,0,3,2.0,0,300000.0
98115,47.69,-122.304,1250,7,5,0,0,1942,0,3,1.75,0,530000.0
98038,47.3627,-122.037,1654,7,3,0,0,1995,0,3,2.25,0,314950.0
98031,47.3969,-122.198,1410,7,5,0,0,1960,0,3,1.75,0,255000.0
98144,47.5728,-122.304,2160,7,5,0,0,1950,0,5,2.75,0,550000.0
98136,47.5499,-122.391,1400,6,4,0,0,1917,0,3,1.0,0,435000.0
98002,47.3113,-122.207,1420,7,4,0,0,1966,0,3,1.75,0,234000.0
98052,47.639,-122.1,2500,8,3,0,0,1975,0,4,2.25,0,615000.0
98001,47.3315,-122.263,1410,7,3,0,0,1985,0,3,2.0,0,205000.0
98106,47.5353,-122.349,2100,7,4,0,0,1955,0,4,1.75,0,384000.0
98055,47.4315,-122.192,1750,8,3,0,0,1994,0,3,2.5,0,324000.0
98115,47.6733,-122.301,2070,7,4,0,0,1946,0,3,1.75,0,645000.0
98107,47.6655,-122.369,1570,8,3,0,0,2007,0,3,3.25,0,570000.0
98031,47.4095,-122.195,1920,8,3,0,0,1999,0,3,2.5,0,324000.0
98106,47.527,-122.356,1000,6,3,0,0,1943,0,2,1.0,0,270000.0
98058,47.4599,-122.172,2120,7,5,0,0,1962,0,5,1.5,0,290000.0
98198,47.3702,-122.317,1440,7,3,0,0,1965,0,3,2.0,0,250000.0
98014,47.6903,-121.915,1660,7,3,0,0,1990,0,3,1.75,0,342000.0
98188,47.4405,-122.28,1340,7,4,0,0,1958,0,3,1.5,0,255000.0
98040,47.5371,-122.218,2380,9,4,0,0,1972,0,3,2.25,0,800000.0
98126,47.5666,-122.375,1560,7,3,2,0,1926,0,3,1.75,0,451000.0
98033,47.6597,-122.204,2780,7,3,3,0,1967,0,4,2.5,0,990000.0
98031,47.4046,-122.186,1860,7,4,0,0,1983,0,4,2.5,0,288400.0
98118,47.5383,-122.268,2390,8,3,0,0,1920,1995,3,1.5,0,420000.0
98133,47.7052,-122.343,1370,8,3,0,0,2009,0,2,2.75,0,359000.0
98058,47.4417,-122.09,2570,7,3,0,0,1988,0,4,3.0,0,390000.0
98118,47.5355,-122.283,1320,7,3,0,0,2005,0,3,2.5,0,300000.0
98034,47.7096,-122.199,2520,7,3,0,0,1981,0,5,2.5,0,545000.0
98010,47.3414,-122.047,1250,6,4,0,0,1972,0,3,1.0,0,288349.0
98092,47.3023,-122.069,1560,7,3,0,0,1985,0,3,2.25,0,299900.0
98117,47.6804,-122.358,2330,7,5,0,0,1925,0,4,2.0,0,891000.0
98117,47.6972,-122.4,3660,9,4,3,0,1947,0,3,2.0,0,1200000.0
98038,47.3556,-122.026,2790,8,3,0,0,2004,0,4,2.5,0,378000.0
98155,47.7463,-122.315,1060,6,4,0,0,1951,0,2,1.0,0,299995.0
98042,47.3545,-122.158,2020,7,3,0,0,1994,0,3,2.5,0,253000.0
98024,47.5583,-121.852,1580,7,3,0,0,1979,0,3,2.25,0,350000.0
98107,47.6653,-122.372,2020,6,3,0,0,1900,0,4,3.0,0,565000.0
98118,47.5513,-122.273,970,6,4,0,0,1908,0,2,1.0,0,315000.0
98136,47.5446,-122.382,1490,7,5,1,0,1915,0,4,3.0,0,570000.0
98125,47.7174,-122.282,4390,9,3,0,0,2005,0,5,3.5,0,971000.0
98112,47.6364,-122.3,2750,9,5,0,0,1910,0,5,2.5,0,915000.0
98166,47.4522,-122.355,2150,7,4,0,0,1950,0,4,1.5,0,419000.0
98023,47.3275,-122.361,1810,7,3,0,0,1977,0,4,1.75,0,260000.0
98004,47.6271,-122.197,2230,9,3,0,0,1990,0,3,3.0,0,1321500.0
98045,47.4895,-121.787,2430,7,3,0,0,1977,0,3,1.0,0,369950.0
98006,47.5484,-122.119,3680,10,3,0,0,1994,0,3,2.5,0,1029900.0
98118,47.5453,-122.278,1410,6,3,0,0,1929,0,5,1.0,0,435000.0
98125,47.7012,-122.286,1330,8,3,0,0,1958,2002,3,1.75,0,601000.0
98033,47.663,-122.178,1490,7,3,0,0,1963,0,3,1.0,0,460500.0
98103,47.6617,-122.356,2020,8,3,3,0,2000,0,3,2.5,0,720000.0
98075,47.5878,-121.976,3130,10,3,0,0,1996,0,4,2.5,0,851000.0
98126,47.5784,-122.377,2670,7,3,2,0,1916,1978,4,3.0,0,550000.0
98103,47.6606,-122.331,1980,7,3,0,0,1920,0,4,1.0,0,700000.0
98042,47.3622,-122.059,2100,7,4,0,0,1963,0,3,1.75,0,323000.0
98177,47.7612,-122.362,1350,6,5,0,0,1944,0,3,1.0,0,345500.0
98118,47.5491,-122.272,2140,7,3,0,0,1959,0,4,1.5,0,378000.0
98116,47.5711,-122.383,2208,8,5,0,0,1917,0,4,2.0,0,650000.0
98074,47.6273,-122.062,1010,7,3,0,0,1982,0,3,2.0,0,385000.0
98102,47.6233,-122.319,970,7,3,0,0,1910,0,2,1.0,0,425000.0
98022,47.2105,-121.989,1520,6,5,0,0,1920,0,4,2.0,0,210000.0
98077,47.7649,-122.049,2740,9,3,0,0,1993,0,4,2.5,0,630000.0
98146,47.4999,-122.368,1570,7,3,1,0,1953,0,3,1.75,0,335000.0
98001,47.3461,-122.272,1320,7,3,0,0,1966,0,3,1.0,0,196500.0
98074,47.6471,-122.06,2550,8,3,0,0,1986,0,4,2.75,0,582800.0
98034,47.7283,-122.222,1560,7,3,0,0,1983,0,3,1.75,0,440000.0
98033,47.6495,-122.198,2360,8,4,0,0,1974,0,4,2.25,0,752500.0
98116,47.5724,-122.384,1330,7,4,0,0,1909,0,3,1.75,0,532500.0
98198,47.4061,-122.33,1070,7,4,0,0,1950,0,3,1.0,0,265000.0
98125,47.7289,-122.283,1510,6,4,3,0,1961,0,3,1.25,0,397500.0
98029,47.54600000000001,-122.011,1710,8,3,0,0,1999,0,3,2.5,0,524250.0
98027,47.5515,-122.08,2790,10,3,0,0,1996,0,4,2.75,0,765000.0
98074,47.6301,-122.019,2620,9,3,0,0,2001,0,4,2.5,0,648000.0
98031,47.3908,-122.173,2970,8,4,0,0,1969,0,5,2.5,0,469500.0
98023,47.3011,-122.369,1050,7,4,0,0,1975,0,3,1.75,0,237500.0
98003,47.3298,-122.297,1280,7,4,0,0,1956,0,3,1.0,0,216000.0
98056,47.5364,-122.173,1030,7,4,0,0,1963,0,3,1.0,0,427200.0
98055,47.4545,-122.208,1900,8,4,0,0,1977,0,3,2.25,0,280000.0
98006,47.5702,-122.128,3070,9,4,0,0,1968,0,5,3.0,0,718000.0
98065,47.5175,-121.878,1760,8,3,0,0,2010,0,2,2.75,0,420000.0
98117,47.6971,-122.372,930,7,3,0,0,1952,0,2,1.0,0,379000.0
98177,47.7145,-122.361,880,6,3,0,0,1942,0,2,1.0,0,326100.0
98115,47.6774,-122.324,1360,7,3,0,0,2003,0,3,2.5,0,535000.0
98022,47.1949,-122.01,2130,7,3,0,0,1992,0,4,2.75,0,283000.0
98168,47.5048,-122.301,1480,6,3,0,0,1940,0,3,1.0,0,260000.0
98126,47.5303,-122.378,1500,7,4,0,0,1951,0,4,1.0,0,399000.0
98029,47.5688,-122.017,1670,8,3,0,0,1987,0,3,2.25,0,484950.0
98005,47.5867,-122.174,2060,8,4,0,0,1960,0,4,1.75,0,640000.0
98115,47.6948,-122.328,2160,8,4,0,0,1952,0,4,2.5,0,585000.0
98125,47.7293,-122.284,2780,8,3,3,0,1955,0,4,2.0,0,645000.0
98003,47.3211,-122.325,1490,7,3,0,0,1988,0,3,2.0,0,253000.0
98146,47.5077,-122.344,740,6,3,0,0,1953,0,2,1.0,0,178500.0
98038,47.3492,-122.03,1860,7,4,0,0,1991,0,4,2.5,0,291000.0
98001,47.2786,-122.25,1590,5,3,0,0,1920,0,2,2.75,0,199950.0
98105,47.6707,-122.328,850,7,3,0,0,1922,0,2,1.0,0,553500.0
98038,47.3738,-122.057,1030,8,3,0,0,1981,0,2,1.0,0,189950.0
98001,47.3225,-122.273,1850,8,3,0,0,1988,0,3,2.0,0,289000.0
98105,47.6593,-122.327,1830,8,3,0,0,1908,0,4,2.0,0,700000.0
98058,47.4312,-122.171,1560,7,3,0,0,1967,0,3,2.0,0,270000.0
98023,47.327,-122.361,1730,7,3,0,0,1977,0,4,1.75,0,258000.0
98125,47.7191,-122.309,1930,8,3,0,0,2005,0,3,2.5,0,530000.0
98092,47.3204,-122.178,1422,7,3,0,0,2012,0,3,2.25,0,245000.0
98117,47.6807,-122.369,1380,7,4,0,0,1917,0,3,2.0,0,563000.0
98065,47.5346,-121.875,2430,8,3,0,0,2001,0,3,2.5,0,515000.0
98023,47.3017,-122.349,2610,9,3,0,0,1987,0,4,2.5,0,325000.0
98024,47.5599,-121.911,2000,8,3,0,0,1996,0,3,2.25,0,540000.0
98103,47.7008,-122.338,920,6,4,0,0,1949,0,2,1.0,0,280300.0
98117,47.6802,-122.388,1750,7,5,0,0,1926,0,4,1.75,0,460000.0
98072,47.7571,-122.145,2020,7,4,0,0,1981,0,3,1.75,0,475000.0
98007,47.6042,-122.147,2460,9,4,0,0,1957,0,4,2.25,0,900000.0
98008,47.626999999999995,-122.114,1780,8,4,0,0,1964,0,4,3.0,0,538200.0
98122,47.6078,-122.291,1080,7,3,0,0,1922,0,2,1.0,0,429000.0
98178,47.5064,-122.265,1250,7,3,0,0,1980,0,3,1.0,0,164808.0
98052,47.6937,-122.127,1870,7,3,0,0,1977,0,4,2.25,0,520000.0
98125,47.7221,-122.317,1700,8,3,0,0,1977,0,3,1.75,0,475000.0
98168,47.4809,-122.3,1480,6,5,0,0,1942,0,4,1.5,0,283000.0
98030,47.3572,-122.191,1930,8,3,0,0,2000,0,4,2.5,0,321500.0
98077,47.7083,-122.073,3130,10,4,0,0,1993,0,4,2.75,0,840000.0
98038,47.3484,-122.033,1370,7,4,0,0,1992,0,3,2.25,0,287000.0
98052,47.6737,-122.156,960,7,3,0,0,1962,0,3,1.75,0,375000.0
98034,47.7263,-122.205,1260,7,4,0,0,1969,0,3,1.75,0,349500.0
98126,47.5144,-122.379,1480,7,5,0,0,1960,0,3,1.5,0,446450.0
98031,47.4065,-122.18,1930,7,4,0,0,1992,0,4,2.5,0,315000.0
98144,47.5849,-122.302,870,6,2,0,0,1906,0,2,1.0,0,271310.0
98133,47.7612,-122.332,1300,7,4,0,0,1953,0,4,1.0,0,315000.0
98030,47.3682,-122.179,1490,7,4,0,0,1990,0,3,1.75,0,245000.0
98199,47.6382,-122.399,1380,8,3,0,0,1947,0,2,1.0,0,543115.0
98117,47.6908,-122.397,1190,7,3,0,0,1945,0,4,2.0,0,900000.0
98144,47.5747,-122.283,4250,10,4,3,0,2008,0,4,4.25,0,2450000.0
98053,47.7107,-122.031,1920,8,3,0,0,2003,0,2,2.0,0,554000.0
98001,47.267,-122.25,2080,6,5,0,0,1950,0,3,1.75,0,249900.0
98006,47.5468,-122.109,3220,9,4,2,0,1981,0,3,2.5,0,768000.0
98199,47.6327,-122.395,3680,10,3,3,0,1967,0,4,3.0,0,980000.0
98146,47.4997,-122.364,2070,7,3,0,0,1962,0,5,2.5,0,395000.0
98103,47.6969,-122.35,1480,7,3,0,0,1995,0,3,1.75,0,415000.0
98038,47.3559,-122.014,2000,8,3,0,0,2003,0,4,2.5,0,380000.0
98075,47.5985,-122.016,1560,8,3,0,0,1999,0,3,2.5,0,566000.0
98002,47.3098,-122.21,1600,7,4,0,0,1949,0,2,1.0,0,218500.0
98052,47.683,-122.114,1940,7,4,0,0,1976,0,4,2.5,0,550000.0
98117,47.6769,-122.36,1540,7,3,2,0,1920,0,3,1.75,0,512031.0
98055,47.452,-122.19,820,6,3,0,0,1950,0,2,1.0,0,197500.0
98033,47.701,-122.172,1780,7,3,0,0,1977,0,3,2.25,0,470000.0
98053,47.6493,-121.956,1560,7,3,0,0,1981,0,3,1.75,0,590000.0
98011,47.7725,-122.198,2210,8,4,0,0,1977,0,4,2.25,0,465000.0
98027,47.4985,-122.092,2040,7,4,0,0,1968,0,2,1.75,0,499000.0
98006,47.5498,-122.188,1920,8,3,0,0,1972,2000,3,2.25,0,515000.0
98105,47.6582,-122.278,1930,9,3,0,0,1936,0,3,1.75,0,716500.0
98199,47.6542,-122.385,1700,6,3,0,0,1944,0,3,2.0,0,410000.0
98136,47.5437,-122.388,3450,8,3,0,0,1994,0,4,3.25,0,850000.0
98033,47.6476,-122.184,3440,10,3,0,0,1983,0,4,3.25,0,1050000.0
98075,47.5833,-122.028,2380,10,3,0,0,1992,0,4,2.5,0,648000.0
98117,47.6763,-122.37,2400,7,4,0,0,1929,0,4,2.25,0,620000.0
98010,47.323,-122.044,5670,11,3,2,0,2008,0,4,4.5,0,935000.0
98034,47.7168,-122.196,1140,7,4,0,0,1963,0,3,1.0,0,379000.0
98199,47.6416,-122.397,1670,7,3,0,0,1952,0,3,1.75,0,699000.0
98125,47.7259,-122.298,1910,8,3,0,0,1960,0,4,2.25,0,528000.0
98056,47.5197,-122.18,1560,8,4,0,0,1974,0,3,1.75,0,425000.0
98042,47.3643,-122.115,1500,7,4,0,0,1963,0,2,1.75,0,249500.0
98053,47.6849,-122.018,4475,9,3,0,0,2014,0,5,3.25,0,1035480.0
98136,47.5271,-122.386,2840,9,4,3,0,1961,0,4,2.75,0,790000.0
98027,47.5254,-122.043,1020,7,3,0,0,1969,0,3,1.0,0,399950.0
98133,47.7635,-122.35,1410,7,3,0,0,1953,0,3,1.5,0,275000.0
98109,47.6347,-122.352,1520,8,3,0,0,1912,0,3,1.0,0,550000.0
98055,47.467,-122.215,730,4,4,0,0,1926,0,1,1.0,0,140000.0
98108,47.5658,-122.292,1190,7,3,0,0,1954,0,3,1.0,0,250000.0
98198,47.3983,-122.31,1410,7,3,2,0,1988,0,3,2.25,0,318000.0
98075,47.597,-122.059,1240,7,3,0,0,1962,0,2,1.0,0,505000.0
98006,47.5415,-122.18,2500,8,3,0,0,1966,0,5,2.5,0,470500.0
98125,47.7071,-122.301,1050,7,3,0,0,1954,0,3,1.0,0,360000.0
98006,47.5634,-122.156,2680,9,4,4,0,1962,0,4,2.75,0,1242500.0
98136,47.5262,-122.386,2380,9,4,2,0,1964,0,3,2.5,0,986000.0
98112,47.6231,-122.293,1060,7,3,0,0,1906,0,2,1.0,0,515000.0
98168,47.477,-122.292,2300,8,4,0,0,1939,0,3,1.75,0,320000.0
98178,47.5042,-122.265,2010,7,5,0,0,1951,0,4,3.0,0,310000.0
98126,47.5258,-122.378,1090,7,4,0,0,1942,0,2,1.0,0,356700.0
98199,47.6397,-122.388,2320,7,3,0,0,1956,0,4,1.75,0,775000.0
98133,47.7565,-122.339,1040,6,3,0,0,1951,0,3,1.0,0,325000.0
98198,47.3668,-122.31,1810,7,3,0,0,1962,0,4,2.75,0,208000.0
98178,47.501999999999995,-122.222,1150,6,4,4,1,1908,0,2,1.0,0,825000.0
98003,47.3356,-122.333,2360,9,3,2,0,1990,0,3,2.5,0,515000.0
98122,47.6163,-122.292,1970,8,4,0,0,1929,0,3,1.5,0,490000.0
98166,47.4458,-122.343,2690,8,3,0,0,1954,1999,4,3.0,0,675000.0
98144,47.572,-122.29,2080,7,5,0,0,1962,0,4,2.5,0,360000.0
98144,47.572,-122.29,2080,7,5,0,0,1962,0,4,2.5,0,550000.0
98168,47.4973,-122.328,1370,7,3,0,0,1962,0,3,1.5,0,225000.0
98058,47.4497,-122.147,3410,8,4,0,0,1967,0,3,2.75,0,500000.0
98059,47.4702,-122.12,1850,8,4,0,0,1969,0,4,2.0,0,385000.0
98052,47.696000000000005,-122.102,3010,10,3,0,0,1994,0,5,2.75,0,837700.0
98053,47.6817,-122.035,1530,7,3,0,0,2003,0,3,2.25,0,448000.0
98004,47.5831,-122.191,2690,7,4,0,0,1952,0,5,1.75,0,730000.0
98136,47.5252,-122.382,2810,8,3,2,0,1954,0,4,1.5,0,575000.0
98034,47.7299,-122.192,1810,7,4,0,0,1976,0,3,1.75,0,430000.0
98053,47.687,-122.043,1560,7,3,0,0,2002,0,3,2.5,0,435000.0
98092,47.3006,-122.066,1010,6,4,0,0,1973,0,3,1.0,0,241000.0
98109,47.6261,-122.355,1000,6,4,0,0,1924,0,2,1.75,0,453500.0
98133,47.7218,-122.356,990,7,3,0,0,2001,0,2,1.5,0,285000.0
98056,47.4965,-122.186,720,5,4,0,0,1942,0,2,1.0,0,151000.0
98059,47.5306,-122.134,6070,11,3,0,0,2004,0,5,4.5,0,1570000.0
98122,47.6051,-122.319,2270,7,3,0,0,1905,0,5,2.0,0,631000.0
98126,47.5462,-122.369,1380,7,3,0,0,2011,0,2,2.5,0,285000.0
98023,47.3274,-122.348,1260,6,4,0,0,1959,1977,3,1.0,0,195000.0
98075,47.5859,-121.991,2910,9,4,0,0,1987,0,4,2.5,0,817500.0
98007,47.5953,-122.14,1810,7,4,0,0,1960,0,3,2.0,0,550000.0
98033,47.6699,-122.195,3160,9,4,0,0,1995,0,4,2.5,0,1127000.0
98119,47.6544,-122.373,1910,9,3,0,0,2002,0,2,2.75,0,609850.0
98106,47.5352,-122.361,1230,6,3,0,0,1947,0,3,1.0,0,200000.0
98038,47.3603,-122.037,2960,9,3,0,0,2006,0,4,2.5,0,367000.0
98092,47.2626,-122.218,2200,8,3,0,0,1988,0,3,2.25,0,285167.0
98003,47.3347,-122.304,1270,7,4,0,0,1947,0,2,1.5,0,275000.0
98030,47.3866,-122.169,2540,9,3,0,0,1992,0,4,2.5,0,350900.0
98029,47.5747,-122.014,3030,8,5,0,0,1988,0,4,3.25,0,660000.0
98008,47.6054,-122.118,1520,7,4,0,0,1957,0,3,1.75,0,525000.0
98168,47.514,-122.316,1560,7,3,0,0,1997,0,4,2.5,0,262000.0
98103,47.6561,-122.332,970,7,4,0,0,1907,0,2,1.0,0,690000.0
98019,47.7377,-121.974,3570,9,3,0,0,2005,0,5,3.75,0,624000.0
98125,47.7098,-122.291,1350,6,4,0,0,1947,0,3,1.0,0,353000.0
98056,47.5041,-122.186,3710,8,3,0,0,2002,0,4,3.5,0,552500.0
98092,47.3178,-122.174,1430,7,4,0,0,1983,0,4,1.0,0,224500.0
98146,47.5006,-122.336,940,6,3,0,0,1950,0,3,1.0,0,239000.0
98029,47.5557,-122.027,4300,10,3,0,0,2004,0,5,4.5,0,975000.0
98059,47.5305,-122.131,3990,11,3,0,0,2006,0,4,1.75,0,1200000.0
98112,47.6261,-122.296,1380,7,3,0,0,1910,0,3,1.0,0,505000.0
98059,47.5008,-122.162,2020,7,4,0,0,1963,0,4,1.75,0,302000.0
98106,47.5175,-122.36,1480,6,3,0,0,1944,0,3,1.0,0,170000.0
98027,47.523999999999994,-122.04,1190,5,4,0,0,1910,0,2,1.0,0,195000.0
98056,47.5014,-122.172,2550,7,4,0,0,1959,0,5,1.5,0,272000.0
98056,47.5014,-122.172,2550,7,4,0,0,1959,0,5,1.5,0,369000.0
98125,47.7274,-122.312,1500,7,3,0,0,1953,0,3,1.5,0,332500.0
