bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,month_sold,house_age,years_since_reno,recently_renovated,has_basement,sqft_vs_neighbors,dist_to_seattle,top_grade,grade_x_sqft,basement_ratio,zip_median_price
3,1.0,1150,6000,1.5,0,0,3,7,1150,0,47.4963,-121.787,1210,7700,7,88,88,0,0,-60,0.5560683591070352,0,8050,0.0,399500.0
4,2.0,2030,9600,1.5,0,0,3,6,1430,600,47.4459,-122.272,1820,14600,6,68,68,0,1,210,0.17119608640386258,0,12180,0.2955665024630542,264000.0
3,1.5,1880,7400,1.0,0,0,3,8,1480,400,47.7743,-122.27,1820,8660,6,47,47,0,1,60,0.1792038504050585,0,15040,0.2127659574468085,375000.0
2,1.0,2320,11250,2.0,0,0,4,6,2320,0,47.504,-122.362,1620,11250,3,73,73,0,0,700,0.10648403636226682,0,13920,0.0,305000.0
2,1.0,1050,7500,1.5,0,3,4,6,1050,0,47.5577,-122.399,2540,13680,5,105,105,0,0,-1490,0.0826308659037344,0,6300,0.0,562750.0
4,2.5,3030,13068,2.0,0,0,3,9,3030,0,47.6313,-122.172,2940,11999,9,37,37,0,0,90,0.16205560774005962,0,27270,0.0,765475.0
1,0.75,530,33278,1.0,0,2,4,4,530,0,47.6412,-122.079,2830,14311,12,65,65,0,0,-2300,0.2555085321471702,0,2120,0.0,642000.0
3,1.5,1090,9600,1.0,0,0,4,7,1090,0,47.3639,-122.109,1240,9620,6,47,47,0,0,-150,0.32936742401154534,0,7630,0.0,291500.0
3,2.25,2220,4060,1.0,0,0,3,7,1330,890,47.5188,-122.265,1930,5625,7,22,22,0,1,290,0.11018697745196539,0,15540,0.4009009009009009,367500.0
3,2.25,1430,5999,2.0,0,0,3,7,1430,0,47.3116,-122.358,1600,5999,8,28,28,0,0,-170,0.29573631836486014,0,10010,0.0,268450.0
4,4.5,3780,6000,2.0,0,4,4,11,2770,1010,47.5922,-122.388,2660,6000,2,105,38,0,1,1120,0.057626469612505386,1,41580,0.2671957671957672,562750.0
2,1.0,1560,4920,1.0,0,0,4,6,780,780,47.7248,-122.325,1760,7510,7,68,68,0,1,-200,0.11881233100987491,0,9360,0.5,425000.0
4,2.25,2220,4200,1.5,0,0,5,8,1310,910,47.6418,-122.394,2020,4940,4,83,83,0,1,200,0.07140707247886036,0,17760,0.4099099099099099,689800.0
3,1.5,1140,8340,1.0,0,0,3,7,1140,0,47.4773,-122.28,1140,8340,6,55,55,0,0,0,0.13903100373657656,0,7980,0.0,235000.0
4,2.5,2540,11100,1.0,0,0,5,7,2540,0,47.6317,-122.124,1560,11100,9,58,58,0,0,980,0.20965652863672232,0,17780,0.0,545000.0
3,2.25,1440,6232,2.0,0,0,3,7,1440,0,47.5658,-122.018,1740,5999,3,30,30,0,0,-300,0.316687495806193,0,10080,0.0,575000.0
3,2.25,1570,9500,1.0,0,0,4,7,1070,500,47.6843,-122.185,2250,9583,1,38,38,0,1,-680,0.1665473506243744,0,10990,0.3184713375796178,678000.0
4,2.25,1860,9576,1.0,0,0,3,7,1400,460,47.3612,-122.284,1860,9576,7,53,53,0,1,0,0.24967701135667528,0,13020,0.24731182795698925,249000.0
5,3.0,2440,4750,1.0,0,0,3,9,1450,990,47.5485,-122.302,1420,5940,6,9,9,0,1,1020,0.06507918253942564,0,21960,0.4057377049180328,342500.0
4,2.5,2100,8800,1.0,0,2,4,7,1240,860,47.6146,-122.114,2000,8800,11,55,55,0,1,100,0.21826170071727383,0,14700,0.4095238095238095,545000.0
4,2.5,2150,27540,2.0,0,0,3,8,2150,0,47.637,-121.969,2150,27540,6,18,18,0,0,0,0.36440396540103953,0,17200,0.0,634900.0
3,2.5,2440,18674,2.0,0,0,4,8,2440,0,47.3672,-122.126,2530,10603,9,21,21,0,0,-90,0.31559184083242525,0,19520,0.0,291500.0
5,1.5,1930,7480,2.0,0,0,3,7,1930,0,47.4503,-122.157,1480,7705,12,49,49,0,0,450,0.2344457719814989,0,13510,0.0,335000.0
4,2.0,1830,9610,1.0,0,0,3,7,1830,0,47.695,-122.176,1970,10754,10,52,52,0,0,-140,0.17959022801922794,0,12810,0.0,678000.0
4,3.5,1850,6519,2.0,0,0,3,7,1130,720,47.3087,-122.354,1280,6664,5,29,29,0,1,570,0.29830497816831647,0,12950,0.3891891891891892,268450.0
4,3.5,3210,5000,3.0,0,0,3,9,3210,0,47.5203,-122.393,1360,5000,8,1,1,0,0,1850,0.10529776825745572,0,28890,0.0,489950.0
1,1.0,1090,5250,1.0,0,0,3,6,980,110,47.6999,-122.391,2160,5250,8,88,88,0,1,-1070,0.11067474870086978,0,6540,0.10091743119266056,544000.0
3,1.5,1870,3300,2.0,0,2,3,7,1870,0,47.6221,-122.325,1820,2460,11,109,109,0,0,50,0.017413213373756745,0,13090,0.0,700000.0
3,2.25,1920,8412,1.0,0,2,3,8,1460,460,47.5578,-122.132,2490,8700,1,38,38,0,1,-570,0.20587027468771898,0,15360,0.23958333333333334,760184.5
2,1.0,700,4350,1.0,0,0,3,6,700,0,47.5577,-122.391,1620,5100,7,72,72,0,0,-920,0.07629849277673444,0,4200,0.0,562750.0
4,2.25,3380,9900,1.0,0,2,4,8,1690,1690,47.4438,-122.34,2390,9900,7,46,46,0,1,990,0.1625920354752947,0,27040,0.5,390000.0
5,2.5,2430,6168,2.0,0,0,3,8,2430,0,47.5237,-122.199,2150,8400,2,8,8,0,0,280,0.15659457206429672,0,19440,0.0,380000.0
3,1.75,1950,17400,1.0,0,0,3,7,1210,740,47.7424,-122.091,1900,17250,4,39,39,0,1,50,0.2769109062496493,0,13650,0.37948717948717947,515000.0
2,1.0,900,7500,1.0,0,0,4,6,900,0,47.6481,-121.916,1190,10000,8,54,54,0,0,-290,0.418204280226781,0,5400,0.0,415000.0
3,2.5,2060,8893,2.0,0,0,3,8,2060,0,47.5615,-122.165,2650,8500,8,28,28,0,0,-590,0.17297543178150124,0,16480,0.0,760184.5
4,2.0,2180,10447,1.0,0,0,4,8,1280,900,47.7675,-122.279,2190,10987,7,46,46,0,1,-10,0.16981548810399813,0,17440,0.41284403669724773,375000.0
4,2.25,2140,9377,2.0,0,0,4,8,2140,0,47.2649,-122.218,2030,7846,7,29,29,0,0,110,0.35986733666727966,0,17120,0.0,309780.0
6,1.0,1730,2760,1.5,0,0,3,7,1250,480,47.6342,-122.353,1630,3200,1,97,97,0,1,100,0.03494009158545268,0,12110,0.2774566473988439,736000.0
4,2.5,3140,12591,2.0,0,0,3,9,3140,0,47.3826,-122.146,2650,11720,3,22,22,0,0,490,0.2909126501202735,0,28260,0.0,291500.0
4,4.25,3010,4887,2.0,0,3,4,10,1940,1070,47.6933,-122.272,2540,9375,6,64,19,0,1,470,0.10582258738095039,1,30100,0.3554817275747508,567000.0
2,1.5,800,1196,2.0,0,0,3,8,800,0,47.6972,-122.341,1020,1087,2,12,12,0,0,-220,0.0914341839795169,0,6400,0.0,550000.0
3,2.5,3300,11570,2.0,0,0,3,9,3300,0,47.5599,-122.121,3280,11446,9,21,21,0,0,20,0.21611779195614825,0,29700,0.0,760184.5
2,1.0,1530,4370,1.0,0,0,3,7,1130,400,47.6888,-122.308,1580,4275,10,69,69,0,1,-50,0.08604400037189931,0,10710,0.26143790849673204,567000.0
2,1.0,760,5280,1.0,0,0,3,6,760,0,47.483,-122.33,1710,6594,4,69,69,0,0,-950,0.12321789642743065,0,4560,0.0,235000.0
5,3.0,2450,4591,2.0,0,0,3,7,2450,0,47.6828,-122.388,1060,5500,5,21,21,0,0,1390,0.09482810764747332,0,17150,0.0,544000.0
2,1.0,1000,31838,1.0,0,0,3,7,1000,0,47.4789,-121.779,1490,39747,7,53,53,0,0,-490,0.5675604813585952,0,7000,0.0,399500.0
2,1.0,840,7425,1.0,0,0,4,6,840,0,47.4749,-122.339,1300,11674,7,63,63,0,0,-460,0.1314811773601105,0,5040,0.0,390000.0
3,1.5,1380,4290,1.0,0,0,3,7,1080,300,47.674,-122.379,1510,3900,9,60,60,0,1,-130,0.08244058466556696,0,9660,0.21739130434782608,529950.0
3,1.5,1380,4290,1.0,0,0,3,7,1080,300,47.674,-122.379,1510,3900,12,60,60,0,1,-130,0.08244058466556696,0,9660,0.21739130434782608,529950.0
4,2.0,2020,48693,1.5,0,0,3,7,2020,0,47.4646,-121.759,1610,34900,6,66,66,0,0,410,0.5903339478634082,0,14140,0.0,399500.0
2,1.0,1260,5000,1.0,0,0,3,7,1040,220,47.6782,-122.397,1510,5000,5,64,64,0,1,-250,0.09693301811044826,0,8820,0.1746031746031746,544000.0
3,1.75,1440,7112,1.0,0,0,3,7,1180,260,47.7304,-122.227,1570,9152,8,36,36,0,1,-130,0.1627011063269055,0,10080,0.18055555555555555,445950.0
4,1.75,1540,8311,1.0,0,0,4,7,1540,0,47.7046,-122.293,1890,7996,9,65,65,0,0,-350,0.10588375701682896,0,10780,0.0,425000.0
4,1.0,1060,7200,1.0,0,1,3,6,880,180,47.5591,-122.268,1910,7200,8,90,90,0,1,-850,0.07954382439887811,0,6360,0.16981132075471697,367500.0
4,1.75,1900,10297,1.0,0,0,4,8,1900,0,47.5944,-122.155,2220,9612,9,49,49,0,0,-320,0.17749267590522866,0,15200,0.0,765475.0
3,1.75,2870,26500,1.5,0,1,3,8,2870,0,47.4485,-122.355,2420,20500,9,67,34,0,0,450,0.15935400842150102,0,22960,0.0,390000.0
3,1.0,1050,5500,1.0,0,0,3,6,930,120,47.5402,-122.38,1410,5834,8,95,95,0,1,-360,0.08155004598404704,0,6300,0.11428571428571428,395750.0
3,2.75,1840,68479,1.0,0,2,3,8,1340,500,47.6802,-121.908,2060,61903,12,26,26,0,1,-220,0.4305076189801942,0,14720,0.2717391304347826,415000.0
5,2.75,3000,9473,1.0,0,0,3,8,1500,1500,47.6567,-122.13,2050,8820,10,49,49,0,1,950,0.2083138497556045,0,24000,0.5,615000.0
3,2.0,1200,10212,1.5,0,0,5,6,1200,0,47.206,-121.998,1280,10212,2,66,66,0,0,-80,0.5213279677899445,0,7200,0.0,279500.0
3,1.5,1840,10125,1.0,0,0,4,8,1220,620,47.5607,-122.217,2320,10160,12,56,56,0,1,-480,0.12376695843398576,0,14720,0.33695652173913043,993500.0
4,2.5,2790,7673,2.0,0,0,3,9,2790,0,47.6692,-122.136,2740,7837,4,26,26,0,0,50,0.20597138150723732,0,25110,0.0,615000.0
3,1.0,970,9360,1.0,0,0,4,5,970,0,47.2808,-122.225,1050,11348,4,73,73,0,0,-80,0.34257199243370995,0,4850,0.0,235000.0
4,1.0,1070,7467,1.5,0,0,3,7,1070,0,47.4942,-122.235,1160,7467,7,71,71,0,0,-90,0.14823093469313325,0,7490,0.0,278277.0
2,1.0,900,5160,1.0,0,0,3,6,900,0,47.525,-122.356,900,5160,5,63,63,0,0,0,0.08464425556409784,0,5400,0.0,314250.0
4,4.0,2680,6000,1.0,0,0,3,7,1380,1300,47.6557,-122.388,1930,6000,9,53,1,1,1,750,0.07466632440398491,0,18760,0.48507462686567165,689800.0
3,2.5,2000,22000,2.0,0,0,3,8,2000,0,47.59,-122.081,2180,19800,2,36,36,0,0,-180,0.25162203798554067,0,16000,0.0,739999.0
3,1.5,1660,8797,1.0,0,0,4,7,1660,0,47.5892,-122.202,2350,10053,6,59,59,0,0,-690,0.13120598309528336,0,11620,0.0,1150000.0
4,1.5,1770,6014,1.5,0,0,4,7,1240,530,47.5773,-122.393,1740,6014,7,69,69,0,1,30,0.06740934653295834,0,12390,0.2994350282485876,562750.0
3,2.0,1230,6802,1.5,0,0,3,7,1230,0,47.6712,-122.279,1850,6398,3,75,75,0,0,-620,0.08393217499862474,0,8610,0.0,675000.0
3,1.0,1740,10875,1.0,0,0,4,7,1020,720,47.4682,-122.283,1470,8532,7,53,53,0,1,270,0.14647460530753809,0,12180,0.41379310344827586,264000.0
3,2.0,1710,8910,1.0,0,0,5,7,1710,0,47.7719,-122.338,1430,8493,9,62,62,0,0,280,0.16580500595579228,0,11970,0.0,375000.0
6,2.0,2020,7071,1.0,0,0,3,7,1010,1010,47.5329,-122.294,2020,5000,4,36,36,0,1,0,0.08261053201620529,0,14140,0.5,342500.0
4,2.5,2410,9886,1.0,0,0,5,8,1990,420,47.5351,-122.223,2530,10658,4,40,40,0,1,-120,0.13022296264484132,0,19280,0.17427385892116182,993500.0
4,2.75,2310,14745,1.0,0,0,3,7,1410,900,47.376999999999995,-122.31,2060,9678,4,22,22,0,1,250,0.23026300180446369,0,16170,0.38961038961038963,265000.0
5,2.5,2400,4548,2.0,0,0,3,7,2400,0,47.371,-122.127,2200,4465,4,12,12,0,0,200,0.31206577832245586,0,16800,0.0,291500.0
5,2.0,3160,3990,1.5,0,0,3,7,1870,1290,47.654,-122.337,1780,4240,4,92,92,0,1,1380,0.04805049427425571,0,22120,0.40822784810126583,550000.0
3,1.0,1560,14333,1.0,0,0,4,7,1560,0,47.431999999999995,-122.348,1640,14333,6,62,62,0,0,-80,0.17492412640914404,0,10920,0.0,390000.0
3,2.5,1770,6187,2.0,0,0,3,7,1770,0,47.4034,-122.189,1650,7200,3,23,23,0,0,120,0.24820445201487126,0,12390,0.0,288000.0
3,2.0,1600,13200,1.0,0,0,3,7,1600,0,47.4656,-121.756,1360,11520,7,25,25,0,0,240,0.5930089122433119,0,11200,0.0,399500.0
3,1.75,1330,13102,1.0,0,0,3,7,1330,0,47.3172,-122.322,1270,11475,6,47,47,0,0,60,0.2891764340329287,0,9310,0.0,267475.0
4,2.5,2970,29163,2.0,0,0,3,9,2970,0,47.6717,-122.025,3100,31105,9,22,22,0,0,-130,0.3140074202944807,0,26730,0.0,634900.0
3,1.0,1020,10200,1.0,0,0,4,7,1020,0,47.7503,-122.348,1170,8188,5,61,61,0,0,-150,0.14497454949059352,0,7140,0.0,375000.0
3,2.5,2490,4904,2.0,0,0,3,9,2490,0,47.5451,-122.014,2370,4050,8,12,12,0,0,120,0.32391483448585856,0,22410,0.0,575000.0
5,2.0,1700,7314,1.0,0,0,3,7,1000,700,47.549,-122.305,2000,7176,5,59,59,0,1,-300,0.06329494450585811,0,11900,0.4117647058823529,342500.0
1,1.0,850,6567,1.0,0,0,4,6,850,0,47.327,-122.039,2160,9794,9,75,75,0,0,-1310,0.40479655383908475,0,5100,0.0,359999.5
3,1.75,1250,13775,1.0,0,2,3,7,1250,0,47.4981,-121.772,1260,13707,7,25,25,0,0,-10,0.5704363417595257,0,8750,0.0,399500.0
2,1.0,610,4560,1.0,0,0,3,5,610,0,47.5498,-122.383,930,1392,1,97,97,0,0,-320,0.07597216595569893,0,3050,0.0,489950.0
4,3.5,3700,13175,2.0,0,0,4,11,3700,0,47.5471,-122.133,3880,15508,8,26,26,0,0,-180,0.2076863500570046,1,40700,0.0,760184.5
3,1.0,950,10080,1.0,0,0,4,7,950,0,47.572,-122.139,1060,10000,4,61,61,0,0,-110,0.19610520135886336,0,6650,0.0,760184.5
4,2.5,3860,5130,2.0,0,0,3,8,2930,930,47.5387,-121.879,3130,6163,9,11,11,0,1,730,0.45810027286609767,0,30880,0.24093264248704663,502500.0
3,3.5,1360,1275,2.0,0,0,3,8,1240,120,47.5904,-122.315,1360,1275,6,8,8,0,1,0,0.02328196727082857,0,10880,0.08823529411764706,450000.0
4,2.5,3890,34513,2.0,0,0,3,10,3890,0,47.7749,-122.048,3600,28435,9,19,19,0,0,290,0.33041262082432266,1,38900,0.0,652475.0
3,2.25,1680,9090,1.0,0,0,4,7,1130,550,47.6068,-122.13,1960,9090,7,56,56,0,1,-280,0.20210089064623293,0,11760,0.3273809523809524,545000.0
3,2.5,1520,7200,2.0,0,0,4,7,1520,0,47.3679,-122.182,1780,7210,9,30,30,0,0,-260,0.28163256203784315,0,10640,0.0,282255.0
3,2.0,2420,208652,1.5,0,0,3,8,2420,0,47.3666,-121.978,3180,212137,7,10,10,0,0,-760,0.4275452841512852,0,19360,0.0,359999.5
5,2.75,3890,9130,2.0,0,0,3,9,3890,0,47.5407,-121.86,3450,8361,9,11,11,0,0,440,0.4766221354490344,0,35010,0.0,502500.0
5,1.5,2940,13425,1.0,0,0,3,8,1470,1470,47.7632,-122.29,1580,8200,2,60,60,0,1,1360,0.16254663946079634,0,23520,0.5,375000.0
3,1.75,1350,8737,1.0,0,0,3,7,1350,0,47.4378,-122.279,1600,8928,4,49,49,0,0,-250,0.1765734124946321,0,9450,0.0,264000.0
3,2.25,2190,45738,1.0,0,0,3,8,2190,0,47.7108,-122.12,2970,4496,7,25,25,0,0,-780,0.23649010550125837,0,17520,0.0,615000.0
3,2.25,2280,5750,1.0,0,1,4,7,1150,1130,47.5641,-122.393,1500,5060,6,30,30,0,1,780,0.0740352618689248,0,15960,0.4956140350877193,562750.0
2,2.0,1070,4500,1.0,0,0,4,6,910,160,47.4896,-122.204,1280,4500,10,83,83,0,1,-210,0.17322000461840564,0,6420,0.14953271028037382,294950.0
5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,47.6729,-122.299,1780,3750,7,90,90,0,1,760,0.07446139939592195,0,17780,0.40551181102362205,567000.0
4,2.25,2270,8480,1.0,0,0,5,8,1310,960,47.5448,-122.174,1910,9050,12,42,42,0,1,360,0.16960415678867316,0,18160,0.42290748898678415,760184.5
2,1.0,1220,7250,1.0,0,0,4,6,1220,0,47.3585,-121.975,1350,20250,10,101,101,0,0,-130,0.4345983202912809,0,7320,0.0,359999.5
3,1.75,1890,5000,1.0,0,0,3,7,1890,0,47.3357,-122.175,2960,5421,5,12,12,0,0,-1070,0.31281090134456485,0,13230,0.0,309780.0
4,2.0,1990,4740,1.0,0,0,3,7,1080,910,47.6112,-122.303,1560,2370,2,89,89,0,1,430,0.02952642883926087,0,13930,0.457286432160804,572000.0
3,1.0,1220,6000,1.0,0,0,4,7,1220,0,47.3245,-122.209,1420,6000,8,47,47,0,0,-200,0.3074223479189483,0,8540,0.0,235000.0
3,3.0,2640,5978,2.0,0,0,3,9,2640,0,47.4759,-121.735,2680,6060,9,3,3,0,0,-40,0.6111517814749431,0,23760,0.0,399500.0
3,1.75,1480,9603,1.0,0,0,3,7,1480,0,47.5915,-122.202,2660,10766,2,63,63,0,0,-1180,0.1309278427226219,0,10360,0.0,1150000.0
3,2.0,2320,9420,1.0,0,0,5,7,2320,0,47.5133,-122.196,2030,9420,10,63,63,0,0,290,0.16478355500473876,0,16240,0.0,380000.0
4,1.75,2410,6000,1.5,0,0,3,8,2410,0,47.6369,-122.355,1280,4000,10,104,104,0,0,1130,0.03830013054808134,0,19280,0.0,736000.0
4,2.75,2090,13500,1.0,0,0,4,8,2090,0,47.573,-122.225,2130,13500,3,66,66,0,0,-40,0.11212782883834242,0,16720,0.0,993500.0
3,1.0,920,3532,1.0,0,0,3,6,920,0,47.5539,-122.268,1250,4000,7,105,105,0,0,-330,0.08272907590442298,0,5520,0.0,367500.0
3,0.75,850,8573,1.0,0,0,3,6,600,250,47.503,-122.356,850,8382,2,70,70,0,1,0,0.1059313456914435,0,5100,0.29411764705882354,305000.0
3,1.0,1130,9907,1.0,0,0,3,7,1130,0,47.4362,-122.286,1320,9907,12,61,61,0,0,-190,0.17613974565668072,0,7910,0.0,264000.0
3,1.0,1260,7265,1.0,0,0,4,7,1260,0,47.2979,-122.224,940,7200,4,61,61,0,0,320,0.3267024640249904,0,8820,0.0,235000.0
4,2.0,2090,10800,1.0,0,0,4,7,2090,0,47.5759,-122.223,2090,10800,7,64,64,0,0,0,0.11322941313987193,0,14630,0.0,993500.0
3,2.0,2020,7260,1.5,0,0,3,7,1180,840,47.5496,-122.311,1400,5950,10,89,89,0,1,620,0.06040504945780546,0,14140,0.4158415841584158,342500.0
3,2.25,1970,4564,1.0,0,0,3,8,1470,500,47.6703,-122.41,1980,5000,11,56,56,0,1,-10,0.10088220854045309,0,15760,0.25380710659898476,689800.0
3,1.75,1820,9545,1.0,0,0,3,7,1230,590,47.7772,-122.296,1790,9530,6,39,39,0,1,30,0.17476901899363942,0,12740,0.3241758241758242,375000.0
3,1.5,1840,5000,1.5,0,0,5,7,1340,500,47.6652,-122.362,1840,5000,6,100,100,0,1,0,0.06614385836946296,0,12880,0.2717391304347826,529950.0
4,1.75,2100,10358,1.0,0,0,5,8,1280,820,47.7478,-122.338,2080,9000,8,56,56,0,1,20,0.14172286336367562,0,16800,0.3904761904761905,375000.0
4,2.0,1770,5000,2.0,0,0,4,7,1770,0,47.6748,-122.386,1550,5000,3,109,109,0,0,220,0.0872420196923442,0,12390,0.0,529950.0
3,2.0,1110,7231,1.0,0,0,4,7,1110,0,47.4036,-122.191,1550,7245,7,24,24,0,0,-440,0.24689262848452972,0,7770,0.0,288000.0
4,2.75,2090,8400,1.0,0,0,4,8,1240,850,47.6872,-122.123,2340,9000,9,39,39,0,1,-250,0.2242405181941839,0,16720,0.40669856459330145,615000.0
4,1.75,2080,8215,2.0,0,0,4,7,2080,0,47.736999999999995,-122.305,1550,8215,10,67,67,0,0,530,0.13357787990531136,0,14560,0.0,375000.0
3,3.25,1400,1343,2.0,0,0,3,7,1160,240,47.5483,-122.277,1400,1326,3,10,10,0,1,0,0.07992759223196937,0,9800,0.17142857142857143,367500.0
3,1.0,1060,8040,1.0,0,0,4,6,1060,0,47.7121,-122.287,1300,7620,8,66,66,0,0,-240,0.1151035186256216,0,6360,0.0,425000.0
2,1.0,720,5913,1.0,0,0,3,6,720,0,47.5447,-122.27,1560,6600,12,95,95,0,0,-840,0.08739942791575013,0,4320,0.0,367500.0
3,2.75,1100,750,2.0,0,0,3,7,780,320,47.5601,-122.363,1170,4800,6,7,7,0,1,-70,0.05549792788925014,0,7700,0.2909090909090909,314250.0
3,1.0,1010,9576,1.0,0,0,4,7,1010,0,47.2956,-122.272,1540,9576,3,48,48,0,0,-530,0.31636113857425585,0,7070,0.0,260000.0
4,4.75,5230,89298,2.5,0,0,3,11,5230,0,47.4097,-122.063,4110,107153,4,13,13,0,0,1120,0.33320723281465126,1,57530,0.0,342000.0
4,1.75,2420,7672,1.0,0,0,3,8,1480,940,47.5637,-122.085,2370,7699,5,36,36,0,1,50,0.25072825927685516,0,19360,0.3884297520661157,570500.0
3,1.5,1200,7236,1.0,0,0,3,7,1200,0,47.739,-122.194,1680,7800,2,40,40,0,0,-480,0.1915918839617101,0,8400,0.0,470000.0
3,1.5,1950,1963,3.0,0,0,3,8,1950,0,47.6904,-122.397,1590,2028,9,13,13,0,0,360,0.10630921879122422,0,15600,0.0,544000.0
3,2.25,1870,7403,1.0,0,0,3,7,1870,0,47.7171,-122.32,1630,7440,10,65,65,0,0,240,0.11155814627359262,0,13090,0.0,425000.0
4,2.25,1310,8400,1.0,0,0,4,7,1310,0,47.7317,-122.181,1600,8400,11,49,49,0,0,-290,0.19642163831920018,0,9170,0.0,445950.0
4,2.0,1520,6200,1.5,0,0,3,7,1520,0,47.678,-122.269,1910,6200,5,70,70,0,0,-390,0.09558687148347499,0,10640,0.0,567000.0
3,1.0,1270,12733,1.0,0,0,3,7,1270,0,47.445,-122.276,1660,11536,3,60,60,0,0,-390,0.17068289310883025,0,8890,0.0,264000.0
2,1.0,840,7414,1.0,0,0,4,6,840,0,47.6771,-122.172,1740,9784,10,87,87,0,0,-900,0.17509660190877555,0,5040,0.0,678000.0
2,1.0,900,23000,1.0,0,0,2,7,900,0,47.3576,-122.156,1460,8265,3,62,62,0,0,-560,0.3046525397891809,0,6300,0.0,291500.0
4,3.0,3010,6139,2.0,0,4,5,8,2560,450,47.6799,-122.268,2100,6798,4,65,43,0,1,910,0.09767548310604798,0,24080,0.14950166112956811,567000.0
3,1.0,1050,6874,1.0,0,0,3,6,1050,0,47.762,-122.355,1500,8954,5,61,61,0,0,-450,0.15747396610233735,0,6300,0.0,375000.0
6,2.75,3360,84506,1.0,0,0,5,7,2040,1320,47.715,-122.121,2190,43124,2,53,53,0,1,1170,0.23748821023368982,0,23520,0.39285714285714285,615000.0
7,4.75,5370,10800,1.5,0,0,3,8,5370,0,47.538,-122.223,2310,10910,1,48,48,0,0,3060,0.12866254311181702,0,42960,0.0,993500.0
3,3.5,2690,104544,2.0,0,0,3,8,2690,0,47.7717,-122.112,2300,81698,10,67,25,0,0,390,0.2753802098917086,0,21520,0.0,515000.0
3,1.75,1710,7320,1.0,0,0,3,7,1710,0,47.7512,-122.281,2260,8839,5,67,67,0,0,-550,0.15374072329736818,0,11970,0.0,375000.0
3,2.5,1640,1269,3.0,0,0,3,8,1640,0,47.6197,-122.3,1590,1231,6,6,6,0,0,50,0.034823268083280186,0,13120,0.0,915000.0
6,3.75,4000,6015,2.0,0,2,3,10,3080,920,47.453,-122.118,3180,5700,7,11,11,0,1,820,0.26326612011423023,1,40000,0.23,335000.0
5,4.5,4140,7924,2.0,0,0,3,10,4140,0,47.6102,-121.993,3960,8410,3,10,10,0,0,180,0.33912359104020073,1,41400,0.0,642000.0
4,2.75,3140,24800,1.0,0,0,4,8,2080,1060,47.3782,-122.161,2850,12900,9,44,44,0,1,290,0.28506001122570523,0,25120,0.3375796178343949,291500.0
2,1.75,1320,2609,1.0,0,0,4,7,920,400,47.6878,-122.366,1200,4220,12,77,77,0,1,120,0.08836158667656696,0,9240,0.30303030303030304,544000.0
4,3.5,3080,4945,2.0,0,0,3,9,2010,1070,47.5662,-122.379,1220,4945,2,1,1,0,1,1860,0.06164097663081496,0,27720,0.3474025974025974,395750.0
3,2.5,2500,10359,2.0,0,0,3,10,2500,0,47.6286,-122.051,2580,10142,4,29,29,0,0,-80,0.2819910814192482,1,25000,0.0,642000.0
4,2.5,2520,9684,2.0,0,0,3,8,2520,0,47.4848,-121.801,2090,10133,10,21,21,0,0,430,0.5447982837711541,0,20160,0.0,399500.0
3,1.25,2350,6200,1.0,0,0,4,7,1320,1030,47.5979,-122.135,2140,9543,12,49,49,0,1,210,0.19727468159902514,0,16450,0.43829787234042555,555000.0
4,2.5,2570,13450,1.0,0,4,3,8,1510,1060,47.7429,-122.285,3470,12615,4,67,67,0,1,-900,0.14458665221935038,0,20560,0.41245136186770426,375000.0
4,2.5,3100,7807,2.0,0,0,3,9,3100,0,47.7151,-122.227,3100,7807,3,12,12,0,0,0,0.15134470588691964,0,27900,0.0,445950.0
4,3.5,4730,13586,1.5,0,0,5,10,4270,460,47.6319,-122.288,3710,8828,5,80,80,0,1,1020,0.05104213945359312,1,47300,0.09725158562367865,915000.0
3,1.75,1030,4800,1.0,0,0,3,6,930,100,47.566,-122.373,1540,4800,4,88,88,0,1,-510,0.057348496057006794,0,6180,0.0970873786407767,395750.0
2,1.0,1020,4002,1.0,0,0,5,7,1020,0,47.5828,-122.395,1780,5000,4,62,62,0,0,-760,0.06711162343439467,0,7140,0.0,562750.0
3,2.5,2080,3729,2.0,0,0,3,9,2080,0,47.6731,-122.199,2080,4000,5,19,19,0,0,0,0.1489671775929157,0,18720,0.0,678000.0
3,1.0,1410,47916,1.0,0,0,3,7,1410,0,47.7149,-121.96,1810,215622,8,34,34,0,0,-400,0.3876520346909096,0,9870,0.0,401250.0
2,2.0,1360,3300,2.0,0,0,3,6,1360,0,47.3489,-122.022,1310,3300,8,11,11,0,0,50,0.4029457779900356,0,8160,0.0,342000.0
3,2.5,2620,21587,2.0,0,0,3,7,2620,0,47.6384,-121.959,2570,23650,5,23,23,0,0,50,0.3744869156592725,0,18340,0.0,634900.0
3,2.25,2260,33080,1.0,0,0,5,9,1690,570,47.6386,-122.183,3020,35291,10,41,41,0,1,-760,0.1525797168695654,0,20340,0.252212389380531,765475.0
3,1.75,1490,9493,1.0,0,0,4,8,1490,0,47.4514,-122.134,2440,9600,1,39,39,0,0,-950,0.2514093275914781,0,11920,0.0,335000.0
